,order_item_id,order_id,calendar_id,delivery_id,customer_id,promotion_id,order_number,status,payment_method,product_id,amount_without_vat,cost_without_vat,discount_without_vat,gross_profit_without_vat
1782,1783,289,248,70,23,,ORD_289,Info received,Mobile payment,73,39,29,0.0,10.0
1783,1784,289,248,70,23,,ORD_289,Info received,Mobile payment,54,80,30,0.0,50.0
1784,1785,289,248,70,23,,ORD_289,Info received,Mobile payment,28,32,28,0.0,4.0
1785,1786,289,248,70,23,,ORD_289,Info received,Mobile payment,84,63,4,0.0,59.0
1786,1787,289,248,70,23,,ORD_289,Info received,Mobile payment,92,30,18,0.0,12.0
1787,1788,289,248,70,23,,ORD_289,Info received,Mobile payment,14,96,4,0.0,92.0
1788,1789,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,8,58,2,0.0,56.0
1789,1790,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,58,79,6,0.0,73.0
1790,1791,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,24,66,18,0.0,48.0
1791,1792,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,49,38,15,0.0,23.0
1792,1793,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,19,46,27,0.0,19.0
1793,1794,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,72,46,19,0.0,27.0
1794,1795,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,50,47,4,0.0,43.0
1795,1796,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,19,46,27,0.0,19.0
1796,1797,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,79,33,8,0.0,25.0
1797,1798,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,88,87,16,0.0,71.0
1798,1799,290,617,69,94,,ORD_290,Inbound,Electronic bank transfer,38,92,11,0.0,81.0
1799,1800,291,151,65,82,,ORD_291,Delivered,Debit card,100,39,14,0.0,25.0
1800,1801,291,151,65,82,,ORD_291,Delivered,Debit card,36,36,13,0.0,23.0
1801,1802,291,151,65,82,,ORD_291,Delivered,Debit card,58,79,6,0.0,73.0
1802,1803,291,151,65,82,,ORD_291,Delivered,Debit card,17,75,5,0.0,70.0
1803,1804,291,151,65,82,,ORD_291,Delivered,Debit card,85,27,21,0.0,6.0
1804,1805,292,375,46,35,,ORD_292,Info received,Debit card,50,47,4,0.0,43.0
1805,1806,292,375,46,35,,ORD_292,Info received,Debit card,10,96,23,0.0,73.0
1806,1807,292,375,46,35,,ORD_292,Info received,Debit card,95,73,1,0.0,72.0
1807,1808,292,375,46,35,,ORD_292,Info received,Debit card,64,82,24,0.0,58.0
1808,1809,292,375,46,35,,ORD_292,Info received,Debit card,36,36,13,0.0,23.0
1809,1810,292,375,46,35,,ORD_292,Info received,Debit card,49,38,15,0.0,23.0
1810,1811,292,375,46,35,,ORD_292,Info received,Debit card,99,36,23,0.0,13.0
1811,1812,293,359,92,50,,ORD_293,Inbound,Cash,34,89,10,0.0,79.0
1812,1813,293,359,92,50,,ORD_293,Inbound,Cash,70,35,3,0.0,32.0
1813,1814,293,359,92,50,,ORD_293,Inbound,Cash,16,93,11,0.0,82.0
1814,1815,294,468,69,93,,ORD_294,Inbound,Cash,10,96,23,0.0,73.0
1815,1816,294,468,69,93,,ORD_294,Inbound,Cash,40,60,3,0.0,57.0
1816,1817,295,522,28,94,,ORD_295,Out for delivery,Debit card,69,21,15,0.0,6.0
1817,1818,295,522,28,94,,ORD_295,Out for delivery,Debit card,8,58,2,0.0,56.0
1818,1819,295,522,28,94,,ORD_295,Out for delivery,Debit card,20,96,13,0.0,83.0
1819,1820,295,522,28,94,,ORD_295,Out for delivery,Debit card,24,66,18,0.0,48.0
1820,1821,295,522,28,94,,ORD_295,Out for delivery,Debit card,46,86,12,0.0,74.0
1821,1822,295,522,28,94,,ORD_295,Out for delivery,Debit card,63,94,20,0.0,74.0
1822,1823,296,19,13,44,,ORD_296,Out for delivery,Electronic bank transfer,63,94,20,0.0,74.0
1823,1824,296,19,13,44,,ORD_296,Out for delivery,Electronic bank transfer,88,87,16,0.0,71.0
1824,1825,296,19,13,44,,ORD_296,Out for delivery,Electronic bank transfer,2,76,27,0.0,49.0
1825,1826,296,19,13,44,,ORD_296,Out for delivery,Electronic bank transfer,45,32,18,0.0,14.0
1826,1827,297,717,99,50,,ORD_297,Inbound,Credit card,78,91,13,0.0,78.0
1827,1828,297,717,99,50,,ORD_297,Inbound,Credit card,7,81,2,0.0,79.0
1828,1829,297,717,99,50,,ORD_297,Inbound,Credit card,67,58,9,0.0,49.0
1829,1830,297,717,99,50,,ORD_297,Inbound,Credit card,55,47,15,0.0,32.0
1830,1831,297,717,99,50,,ORD_297,Inbound,Credit card,56,33,16,0.0,17.0
1831,1832,297,717,99,50,,ORD_297,Inbound,Credit card,42,58,29,0.0,29.0
1832,1833,298,289,88,6,,ORD_298,In transit,Cash,63,94,20,0.0,74.0
1833,1834,298,289,88,6,,ORD_298,In transit,Cash,30,52,18,0.0,34.0
1834,1835,298,289,88,6,,ORD_298,In transit,Cash,28,32,28,0.0,4.0
1835,1836,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,88,87,16,0.0,71.0
1836,1837,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,3,35,18,0.0,17.0
1837,1838,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,59,21,13,0.0,8.0
1838,1839,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,50,47,4,0.0,43.0
1839,1840,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,79,33,8,0.0,25.0
1840,1841,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,7,81,2,0.0,79.0
1841,1842,299,444,61,30,,ORD_299,Delivered,Electronic bank transfer,58,79,6,0.0,73.0
1842,1843,300,364,99,93,,ORD_300,Inbound,Credit card,21,98,14,0.0,84.0
1843,1844,300,364,99,93,,ORD_300,Inbound,Credit card,57,98,19,0.0,79.0
1844,1845,300,364,99,93,,ORD_300,Inbound,Credit card,93,80,8,0.0,72.0
1845,1846,300,364,99,93,,ORD_300,Inbound,Credit card,97,45,10,0.0,35.0
1846,1847,300,364,99,93,,ORD_300,Inbound,Credit card,77,20,18,0.0,2.0
1847,1848,300,364,99,93,,ORD_300,Inbound,Credit card,42,58,29,0.0,29.0
1848,1849,300,364,99,93,,ORD_300,Inbound,Credit card,41,68,2,0.0,66.0
1849,1850,300,364,99,93,,ORD_300,Inbound,Credit card,36,36,13,0.0,23.0
1850,1851,300,364,99,93,,ORD_300,Inbound,Credit card,70,35,3,0.0,32.0
1851,1852,300,364,99,93,,ORD_300,Inbound,Credit card,17,75,5,0.0,70.0
1852,1853,300,364,99,93,,ORD_300,Inbound,Credit card,93,80,8,0.0,72.0
1853,1854,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,44,91,27,0.0,64.0
1854,1855,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,90,73,23,0.0,50.0
1855,1856,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,35,63,6,0.0,57.0
1856,1857,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,83,73,6,0.0,67.0
1857,1858,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,86,100,7,0.0,93.0
1858,1859,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,53,40,27,0.0,13.0
1859,1860,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,34,89,10,0.0,79.0
1860,1861,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,22,21,28,0.0,-7.0
1861,1862,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,15,98,30,0.0,68.0
1862,1863,301,33,64,63,,ORD_301,Shipment departed from the facility,Cash,59,21,13,0.0,8.0
1863,1864,302,178,15,77,,ORD_302,Out for delivery,Cash,14,96,4,0.0,92.0
1864,1865,302,178,15,77,,ORD_302,Out for delivery,Cash,74,42,5,0.0,37.0
1865,1866,303,313,77,27,7.0,ORD_303,Out for delivery,Credit card,54,80,30,20.0,30.0
1866,1867,303,313,77,27,7.0,ORD_303,Out for delivery,Credit card,37,98,24,24.5,49.5
1867,1868,303,313,77,27,7.0,ORD_303,Out for delivery,Credit card,30,52,18,13.0,21.0
1868,1869,304,315,30,23,,ORD_304,In transit,Cash,31,29,8,0.0,21.0
1869,1870,304,315,30,23,,ORD_304,In transit,Cash,26,38,10,0.0,28.0
1870,1871,304,315,30,23,,ORD_304,In transit,Cash,84,63,4,0.0,59.0
1871,1872,305,604,72,73,,ORD_305,In transit,Credit card,65,74,20,0.0,54.0
1872,1873,305,604,72,73,,ORD_305,In transit,Credit card,72,46,19,0.0,27.0
1873,1874,305,604,72,73,,ORD_305,In transit,Credit card,29,50,30,0.0,20.0
1874,1875,305,604,72,73,,ORD_305,In transit,Credit card,5,93,25,0.0,68.0
1875,1876,305,604,72,73,,ORD_305,In transit,Credit card,55,47,15,0.0,32.0
1876,1877,305,604,72,73,,ORD_305,In transit,Credit card,70,35,3,0.0,32.0
1877,1878,305,604,72,73,,ORD_305,In transit,Credit card,3,35,18,0.0,17.0
1878,1879,305,604,72,73,,ORD_305,In transit,Credit card,18,44,6,0.0,38.0
1879,1880,305,604,72,73,,ORD_305,In transit,Credit card,3,35,18,0.0,17.0
1880,1881,305,604,72,73,,ORD_305,In transit,Credit card,49,38,15,0.0,23.0
1881,1882,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,75,34,6,0.0,28.0
1882,1883,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,27,48,15,0.0,33.0
1883,1884,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,57,98,19,0.0,79.0
1884,1885,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,21,98,14,0.0,84.0
1885,1886,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,80,24,21,0.0,3.0
1886,1887,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,93,80,8,0.0,72.0
1887,1888,306,726,93,94,,ORD_306,Info received,Electronic bank transfer,57,98,19,0.0,79.0
1888,1889,307,505,61,77,,ORD_307,Delivered,Cash,63,94,20,0.0,74.0
1889,1890,307,505,61,77,,ORD_307,Delivered,Cash,100,39,14,0.0,25.0
1890,1891,307,505,61,77,,ORD_307,Delivered,Cash,77,20,18,0.0,2.0
1891,1892,307,505,61,77,,ORD_307,Delivered,Cash,1,22,27,0.0,-5.0
1892,1893,307,505,61,77,,ORD_307,Delivered,Cash,51,67,29,0.0,38.0
1893,1894,307,505,61,77,,ORD_307,Delivered,Cash,77,20,18,0.0,2.0
1894,1895,307,505,61,77,,ORD_307,Delivered,Cash,40,60,3,0.0,57.0
1895,1896,308,640,10,57,,ORD_308,In transit,Debit card,46,86,12,0.0,74.0
1896,1897,308,640,10,57,,ORD_308,In transit,Debit card,70,35,3,0.0,32.0
1897,1898,308,640,10,57,,ORD_308,In transit,Debit card,21,98,14,0.0,84.0
1898,1899,309,39,81,99,,ORD_309,Info received,Cash,31,29,8,0.0,21.0
1899,1900,309,39,81,99,,ORD_309,Info received,Cash,89,40,15,0.0,25.0
1900,1901,309,39,81,99,,ORD_309,Info received,Cash,71,30,24,0.0,6.0
1901,1902,309,39,81,99,,ORD_309,Info received,Cash,34,89,10,0.0,79.0
1902,1903,309,39,81,99,,ORD_309,Info received,Cash,100,39,14,0.0,25.0
1903,1904,309,39,81,99,,ORD_309,Info received,Cash,20,96,13,0.0,83.0
1904,1905,309,39,81,99,,ORD_309,Info received,Cash,98,86,20,0.0,66.0
1905,1906,310,467,88,85,,ORD_310,In transit,Electronic bank transfer,97,45,10,0.0,35.0
1906,1907,310,467,88,85,,ORD_310,In transit,Electronic bank transfer,86,100,7,0.0,93.0
1907,1908,311,727,93,3,,ORD_311,Info received,Cash,12,45,17,0.0,28.0
1908,1909,311,727,93,3,,ORD_311,Info received,Cash,45,32,18,0.0,14.0
1909,1910,311,727,93,3,,ORD_311,Info received,Cash,70,35,3,0.0,32.0
1910,1911,311,727,93,3,,ORD_311,Info received,Cash,7,81,2,0.0,79.0
1911,1912,311,727,93,3,,ORD_311,Info received,Cash,84,63,4,0.0,59.0
1912,1913,311,727,93,3,,ORD_311,Info received,Cash,12,45,17,0.0,28.0
1913,1914,312,148,74,28,,ORD_312,Delivered,Cash,37,98,24,0.0,74.0
1914,1915,312,148,74,28,,ORD_312,Delivered,Cash,6,73,1,0.0,72.0
1915,1916,313,728,93,85,,ORD_313,Info received,Cash,85,27,21,0.0,6.0
1916,1917,313,728,93,85,,ORD_313,Info received,Cash,68,99,6,0.0,93.0
1917,1918,313,728,93,85,,ORD_313,Info received,Cash,56,33,16,0.0,17.0
1918,1919,313,728,93,85,,ORD_313,Info received,Cash,54,80,30,0.0,50.0
1919,1920,313,728,93,85,,ORD_313,Info received,Cash,80,24,21,0.0,3.0
1920,1921,313,728,93,85,,ORD_313,Info received,Cash,25,75,10,0.0,65.0
1921,1922,313,728,93,85,,ORD_313,Info received,Cash,52,79,19,0.0,60.0
1922,1923,313,728,93,85,,ORD_313,Info received,Cash,87,79,8,0.0,71.0
1923,1924,313,728,93,85,,ORD_313,Info received,Cash,8,58,2,0.0,56.0
1924,1925,314,647,93,76,9.0,ORD_314,Info received,Credit card,2,76,27,15.200000000000001,33.8
1925,1926,314,647,93,76,9.0,ORD_314,Info received,Credit card,32,64,26,12.8,25.200000000000003
1926,1927,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,22,21,28,0.0,-7.0
1927,1928,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,56,33,16,0.0,17.0
1928,1929,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,52,79,19,0.0,60.0
1929,1930,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,38,92,11,0.0,81.0
1930,1931,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,47,64,19,0.0,45.0
1931,1932,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,95,73,1,0.0,72.0
1932,1933,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,11,54,23,0.0,31.0
1933,1934,315,95,24,82,,ORD_315,Info received,Electronic bank transfer,65,74,20,0.0,54.0
1934,1935,316,355,41,100,,ORD_316,In transit,Mobile payment,41,68,2,0.0,66.0
1935,1936,316,355,41,100,,ORD_316,In transit,Mobile payment,74,42,5,0.0,37.0
1936,1937,316,355,41,100,,ORD_316,In transit,Mobile payment,38,92,11,0.0,81.0
1937,1938,316,355,41,100,,ORD_316,In transit,Mobile payment,6,73,1,0.0,72.0
1938,1939,316,355,41,100,,ORD_316,In transit,Mobile payment,37,98,24,0.0,74.0
1939,1940,316,355,41,100,,ORD_316,In transit,Mobile payment,57,98,19,0.0,79.0
1940,1941,316,355,41,100,,ORD_316,In transit,Mobile payment,66,68,2,0.0,66.0
1941,1942,316,355,41,100,,ORD_316,In transit,Mobile payment,5,93,25,0.0,68.0
1942,1943,316,355,41,100,,ORD_316,In transit,Mobile payment,90,73,23,0.0,50.0
1943,1944,317,324,74,46,,ORD_317,Delivered,Mobile payment,3,35,18,0.0,17.0
1944,1945,317,324,74,46,,ORD_317,Delivered,Mobile payment,72,46,19,0.0,27.0
1945,1946,317,324,74,46,,ORD_317,Delivered,Mobile payment,67,58,9,0.0,49.0
1946,1947,317,324,74,46,,ORD_317,Delivered,Mobile payment,31,29,8,0.0,21.0
1947,1948,317,324,74,46,,ORD_317,Delivered,Mobile payment,14,96,4,0.0,92.0
1948,1949,317,324,74,46,,ORD_317,Delivered,Mobile payment,91,87,14,0.0,73.0
1949,1950,317,324,74,46,,ORD_317,Delivered,Mobile payment,79,33,8,0.0,25.0
1950,1951,317,324,74,46,,ORD_317,Delivered,Mobile payment,28,32,28,0.0,4.0
1951,1952,317,324,74,46,,ORD_317,Delivered,Mobile payment,98,86,20,0.0,66.0
1952,1953,318,446,99,10,,ORD_318,Inbound,Mobile payment,37,98,24,0.0,74.0
1953,1954,318,446,99,10,,ORD_318,Inbound,Mobile payment,25,75,10,0.0,65.0
1954,1955,318,446,99,10,,ORD_318,Inbound,Mobile payment,77,20,18,0.0,2.0
1955,1956,318,446,99,10,,ORD_318,Inbound,Mobile payment,100,39,14,0.0,25.0
1956,1957,318,446,99,10,,ORD_318,Inbound,Mobile payment,90,73,23,0.0,50.0
1957,1958,318,446,99,10,,ORD_318,Inbound,Mobile payment,35,63,6,0.0,57.0
1958,1959,318,446,99,10,,ORD_318,Inbound,Mobile payment,47,64,19,0.0,45.0
1959,1960,319,695,72,11,,ORD_319,In transit,Mobile payment,15,98,30,0.0,68.0
1960,1961,319,695,72,11,,ORD_319,In transit,Mobile payment,32,64,26,0.0,38.0
1961,1962,319,695,72,11,,ORD_319,In transit,Mobile payment,85,27,21,0.0,6.0
1962,1963,320,553,72,89,,ORD_320,In transit,Debit card,93,80,8,0.0,72.0
1963,1964,320,553,72,89,,ORD_320,In transit,Debit card,78,91,13,0.0,78.0
1964,1965,320,553,72,89,,ORD_320,In transit,Debit card,12,45,17,0.0,28.0
1965,1966,321,23,43,44,,ORD_321,In transit,Mobile payment,52,79,19,0.0,60.0
1966,1967,321,23,43,44,,ORD_321,In transit,Mobile payment,92,30,18,0.0,12.0
1967,1968,321,23,43,44,,ORD_321,In transit,Mobile payment,40,60,3,0.0,57.0
1968,1969,321,23,43,44,,ORD_321,In transit,Mobile payment,17,75,5,0.0,70.0
1969,1970,321,23,43,44,,ORD_321,In transit,Mobile payment,90,73,23,0.0,50.0
1970,1971,321,23,43,44,,ORD_321,In transit,Mobile payment,79,33,8,0.0,25.0
1971,1972,321,23,43,44,,ORD_321,In transit,Mobile payment,34,89,10,0.0,79.0
1972,1973,321,23,43,44,,ORD_321,In transit,Mobile payment,69,21,15,0.0,6.0
1973,1974,321,23,43,44,,ORD_321,In transit,Mobile payment,67,58,9,0.0,49.0
1974,1975,321,23,43,44,,ORD_321,In transit,Mobile payment,9,95,25,0.0,70.0
1975,1976,321,23,43,44,,ORD_321,In transit,Mobile payment,63,94,20,0.0,74.0
1976,1977,322,98,93,99,,ORD_322,Info received,Credit card,39,72,15,0.0,57.0
1977,1978,322,98,93,99,,ORD_322,Info received,Credit card,5,93,25,0.0,68.0
1978,1979,322,98,93,99,,ORD_322,Info received,Credit card,8,58,2,0.0,56.0
1979,1980,322,98,93,99,,ORD_322,Info received,Credit card,75,34,6,0.0,28.0
1980,1981,322,98,93,99,,ORD_322,Info received,Credit card,14,96,4,0.0,92.0
1981,1982,322,98,93,99,,ORD_322,Info received,Credit card,79,33,8,0.0,25.0
1982,1983,322,98,93,99,,ORD_322,Info received,Credit card,73,39,29,0.0,10.0
1983,1984,322,98,93,99,,ORD_322,Info received,Credit card,77,20,18,0.0,2.0
1984,1985,322,98,93,99,,ORD_322,Info received,Credit card,53,40,27,0.0,13.0
1985,1986,322,98,93,99,,ORD_322,Info received,Credit card,48,90,21,0.0,69.0
1986,1987,322,98,93,99,,ORD_322,Info received,Credit card,48,90,21,0.0,69.0
1987,1988,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,88,87,16,0.0,71.0
1988,1989,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,5,93,25,0.0,68.0
1989,1990,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,5,93,25,0.0,68.0
1990,1991,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,36,36,13,0.0,23.0
1991,1992,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,85,27,21,0.0,6.0
1992,1993,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,90,73,23,0.0,50.0
1993,1994,323,310,76,6,,ORD_323,In transit,Electronic bank transfer,68,99,6,0.0,93.0
1994,1995,324,705,99,16,,ORD_324,Inbound,Mobile payment,63,94,20,0.0,74.0
1995,1996,324,705,99,16,,ORD_324,Inbound,Mobile payment,84,63,4,0.0,59.0
1996,1997,324,705,99,16,,ORD_324,Inbound,Mobile payment,26,38,10,0.0,28.0
1997,1998,324,705,99,16,,ORD_324,Inbound,Mobile payment,32,64,26,0.0,38.0
1998,1999,324,705,99,16,,ORD_324,Inbound,Mobile payment,5,93,25,0.0,68.0
1999,2000,324,705,99,16,,ORD_324,Inbound,Mobile payment,96,34,14,0.0,20.0
2000,2001,324,705,99,16,,ORD_324,Inbound,Mobile payment,29,50,30,0.0,20.0
2001,2002,325,42,89,44,,ORD_325,Out for delivery,Debit card,85,27,21,0.0,6.0
2002,2003,325,42,89,44,,ORD_325,Out for delivery,Debit card,64,82,24,0.0,58.0
2003,2004,325,42,89,44,,ORD_325,Out for delivery,Debit card,96,34,14,0.0,20.0
2004,2005,325,42,89,44,,ORD_325,Out for delivery,Debit card,40,60,3,0.0,57.0
2005,2006,325,42,89,44,,ORD_325,Out for delivery,Debit card,55,47,15,0.0,32.0
2006,2007,325,42,89,44,,ORD_325,Out for delivery,Debit card,40,60,3,0.0,57.0
2007,2008,325,42,89,44,,ORD_325,Out for delivery,Debit card,33,62,30,0.0,32.0
2008,2009,325,42,89,44,,ORD_325,Out for delivery,Debit card,21,98,14,0.0,84.0
2009,2010,325,42,89,44,,ORD_325,Out for delivery,Debit card,29,50,30,0.0,20.0
2010,2011,325,42,89,44,,ORD_325,Out for delivery,Debit card,92,30,18,0.0,12.0
2011,2012,325,42,89,44,,ORD_325,Out for delivery,Debit card,57,98,19,0.0,79.0
2012,2013,326,415,21,82,,ORD_326,Info received,Cash,17,75,5,0.0,70.0
2013,2014,326,415,21,82,,ORD_326,Info received,Cash,1,22,27,0.0,-5.0
2014,2015,326,415,21,82,,ORD_326,Info received,Cash,96,34,14,0.0,20.0
2015,2016,326,415,21,82,,ORD_326,Info received,Cash,93,80,8,0.0,72.0
2016,2017,326,415,21,82,,ORD_326,Info received,Cash,40,60,3,0.0,57.0
2017,2018,326,415,21,82,,ORD_326,Info received,Cash,19,46,27,0.0,19.0
2018,2019,326,415,21,82,,ORD_326,Info received,Cash,48,90,21,0.0,69.0
2019,2020,326,415,21,82,,ORD_326,Info received,Cash,6,73,1,0.0,72.0
2020,2021,326,415,21,82,,ORD_326,Info received,Cash,76,83,12,0.0,71.0
2021,2022,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,77,20,18,0.0,2.0
2022,2023,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,99,36,23,0.0,13.0
2023,2024,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,10,96,23,0.0,73.0
2024,2025,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,29,50,30,0.0,20.0
2025,2026,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,14,96,4,0.0,92.0
2026,2027,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,97,45,10,0.0,35.0
2027,2028,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,46,86,12,0.0,74.0
2028,2029,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,60,90,29,0.0,61.0
2029,2030,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,92,30,18,0.0,12.0
2030,2031,327,666,67,1,,ORD_327,Shipment departed from the facility,Credit card,89,40,15,0.0,25.0
2031,2032,328,685,93,30,,ORD_328,Info received,Credit card,86,100,7,0.0,93.0
2032,2033,328,685,93,30,,ORD_328,Info received,Credit card,77,20,18,0.0,2.0
2033,2034,328,685,93,30,,ORD_328,Info received,Credit card,61,63,4,0.0,59.0
2034,2035,328,685,93,30,,ORD_328,Info received,Credit card,6,73,1,0.0,72.0
2035,2036,329,645,69,36,10.0,ORD_329,Inbound,Cash,63,94,20,18.8,55.2
2036,2037,329,645,69,36,10.0,ORD_329,Inbound,Cash,48,90,21,18.0,51.0
2037,2038,329,645,69,36,10.0,ORD_329,Inbound,Cash,2,76,27,15.200000000000001,33.8
2038,2039,329,645,69,36,10.0,ORD_329,Inbound,Cash,77,20,18,4.0,-2.0
2039,2040,329,645,69,36,10.0,ORD_329,Inbound,Cash,67,58,9,11.600000000000001,37.4
2040,2041,329,645,69,36,10.0,ORD_329,Inbound,Cash,31,29,8,5.800000000000001,15.2
2041,2042,329,645,69,36,10.0,ORD_329,Inbound,Cash,90,73,23,14.600000000000001,35.4
2042,2043,329,645,69,36,10.0,ORD_329,Inbound,Cash,91,87,14,17.400000000000002,55.599999999999994
2043,2044,330,332,86,30,,ORD_330,Inbound,Credit card,38,92,11,0.0,81.0
2044,2045,330,332,86,30,,ORD_330,Inbound,Credit card,24,66,18,0.0,48.0
2045,2046,331,351,76,10,,ORD_331,In transit,Credit card,95,73,1,0.0,72.0
2046,2047,331,351,76,10,,ORD_331,In transit,Credit card,81,22,7,0.0,15.0
2047,2048,332,627,83,71,7.0,ORD_332,Delivered,Cash,67,58,9,14.5,34.5
2048,2049,332,627,83,71,7.0,ORD_332,Delivered,Cash,66,68,2,17.0,49.0
2049,2050,332,627,83,71,7.0,ORD_332,Delivered,Cash,48,90,21,22.5,46.5
2050,2051,333,463,17,50,,ORD_333,Shipment departed from the facility,Credit card,83,73,6,0.0,67.0
2051,2052,333,463,17,50,,ORD_333,Shipment departed from the facility,Credit card,23,78,24,0.0,54.0
2052,2053,333,463,17,50,,ORD_333,Shipment departed from the facility,Credit card,48,90,21,0.0,69.0
2053,2054,333,463,17,50,,ORD_333,Shipment departed from the facility,Credit card,26,38,10,0.0,28.0
2054,2055,334,221,74,57,,ORD_334,Delivered,Electronic bank transfer,45,32,18,0.0,14.0
2055,2056,334,221,74,57,,ORD_334,Delivered,Electronic bank transfer,50,47,4,0.0,43.0
2056,2057,334,221,74,57,,ORD_334,Delivered,Electronic bank transfer,56,33,16,0.0,17.0
2057,2058,334,221,74,57,,ORD_334,Delivered,Electronic bank transfer,37,98,24,0.0,74.0
2058,2059,334,221,74,57,,ORD_334,Delivered,Electronic bank transfer,85,27,21,0.0,6.0
2059,2060,335,331,52,22,,ORD_335,In transit,Cash,79,33,8,0.0,25.0
2060,2061,335,331,52,22,,ORD_335,In transit,Cash,57,98,19,0.0,79.0
2061,2062,335,331,52,22,,ORD_335,In transit,Cash,27,48,15,0.0,33.0
2062,2063,336,684,93,25,,ORD_336,Info received,Mobile payment,8,58,2,0.0,56.0
2063,2064,336,684,93,25,,ORD_336,Info received,Mobile payment,98,86,20,0.0,66.0
2064,2065,336,684,93,25,,ORD_336,Info received,Mobile payment,63,94,20,0.0,74.0
2065,2066,336,684,93,25,,ORD_336,Info received,Mobile payment,35,63,6,0.0,57.0
2066,2067,336,684,93,25,,ORD_336,Info received,Mobile payment,20,96,13,0.0,83.0
2067,2068,336,684,93,25,,ORD_336,Info received,Mobile payment,62,37,11,0.0,26.0
2068,2069,336,684,93,25,,ORD_336,Info received,Mobile payment,42,58,29,0.0,29.0
2069,2070,336,684,93,25,,ORD_336,Info received,Mobile payment,78,91,13,0.0,78.0
2070,2071,336,684,93,25,,ORD_336,Info received,Mobile payment,68,99,6,0.0,93.0
2071,2072,336,684,93,25,,ORD_336,Info received,Mobile payment,29,50,30,0.0,20.0
2072,2073,336,684,93,25,,ORD_336,Info received,Mobile payment,85,27,21,0.0,6.0
2073,2074,337,254,3,62,,ORD_337,In transit,Mobile payment,87,79,8,0.0,71.0
2074,2075,337,254,3,62,,ORD_337,In transit,Mobile payment,34,89,10,0.0,79.0
2075,2076,337,254,3,62,,ORD_337,In transit,Mobile payment,74,42,5,0.0,37.0
2076,2077,337,254,3,62,,ORD_337,In transit,Mobile payment,96,34,14,0.0,20.0
2077,2078,337,254,3,62,,ORD_337,In transit,Mobile payment,50,47,4,0.0,43.0
2078,2079,337,254,3,62,,ORD_337,In transit,Mobile payment,11,54,23,0.0,31.0
2079,2080,338,383,67,94,,ORD_338,Shipment departed from the facility,Mobile payment,76,83,12,0.0,71.0
2080,2081,338,383,67,94,,ORD_338,Shipment departed from the facility,Mobile payment,51,67,29,0.0,38.0
